sku,name,categories,qtyPerPack,quantity,manufacturer,image,basePrice,measureunit,visible
11753,Algota Alnajaf säilyke Etikka 1400g Lasi,62,6,99999,Algota,catalog/11753.JPG,"24,339",kg,true
11754,Algota Al Najaf säilyke Etikka 3kg Lasi,62,4,99999,Algota,catalog/11754.JPG,"27,820",kg,true
11752,Algota Alnajaf säilyke Etikka 720cc lasi,62,6,99999,Algota,catalog/11752.JPG,"13,905",kg,true
11750,Algota Alnajaf säilyke Melassi 1400g Lasi,62,6,99999,Algota,catalog/11750.JPG,"25,112",kg,true
11751,Algota Alnajaf säilyke Melassi 3 kg lasi,62,4,99999,Algota,catalog/11751.JPG,"27,820",kg,true
11749,Algota Alnajaf säilyke Melassi 720cc lasi,62,6,99999,Algota,catalog/11749.JPG,"13,905",kg,true
11742,Algota Mango säilyke Pickles Anba 1400g Lasi,62,6,99999,Algota,catalog/11742.JPG,"24,339",kg,true
11744,Algota Mango säilyke Anba Pickles 3 kg lasi,62,4,99999,Algota,catalog/11744.JPG,"27,820",kg,true
11741,Algota Mango säilyke Pickles Anba 720cc lasi,62,12,99999,Algota,catalog/11741.JPG,"27,810",kg,true
11743,Algota Mango säilyke Pickles Anba tulinen 1400g Lasi,62,6,99999,Algota,catalog/11743.JPG,"24,339",kg,true
11745,Algota Mango säilyke Pickles Anba tulinen 3 kg lasi,62,4,99999,Algota,catalog/11745.JPG,"27,820",kg,true
11740,Algota Mango suolakurkku Pickles Anba tulinen 720cc lasi,62,12,99999,Algota,catalog/11740.JPG,"27,810",kg,true
11747,Algota Mousl säilyke kokonainen 1400g Lasi,62,6,99999,Algota,catalog/11747.JPG,"24,339",kg,true
11748,Algota Mousl säilyke kokonainen 3 kg lasi,62,4,99999,Algota,catalog/11748.JPG,"27,820",kg,true
11746,Algota Mousl säilyke kokonainen 720cc lasi,62,12,99999,Algota,catalog/11746.JPG,"27,810",kg,true
11410,Aruba Muhalabia 200g,62,24,99999,Aruba,catalog/11410.JPG,"27,794",kg,true
775,Aruba Muhalabia 400g Meghli orig. Libanon,62,12,99999,Aruba,catalog/775.JPG,"24,718",kg,true
3746,Taateli Siirappi 450g Basra,62,12,99999,Basra,catalog/3746.JPG,"26,264",kg,true
11039,Iraak Foul Naz 400g,62,24,99999,Naz,catalog/11039.JPG,"21,611",kg,true
6811,Iraak Foul Naz 800g,62,12,99999,Naz,catalog/6811.JPG,"17,916",kg,true
11580,Iran carpus Cekirdek kernels 200g vesimeloni,62,28,99999,Naz,catalog/11580.JPG,"79,317",kg,true
921,Iranian kastike Kashak 230g,62,24,99999,Kambiz,catalog/921.JPG,"64,894",kg,true
11054,Iranian kastike Kashak 410g,62,24,99999,Kambiz,catalog/11054.JPG,"63,658",kg,true
11053,Iranian kastike Kashak 690g,62,12,99999,Kambiz,catalog/11053.JPG,"47,287",kg,true
2827,Mologie getr. 200g Leaves NAIM,62,20,99999,NAIM,catalog/2827.JPG,"48,926",kg,true
1212,Saħħa jumbo green olives 2900g,62,4,99999,Sahha,catalog/1212.JPG,"34,519",kg,true
1019,Chtoura Aubergiene kuorittu ja grillattu 585g glass,63,12,99999,Chtoura,catalog/1019.JPG,"29,356",kg,true
494,Chtoura eggplant upotettu 600g Makdous,63,12,99999,Chtoura,catalog/494.JPG,"60,272",kg,true
11809,Chtoura Babaganauch 185g annos munakoiso Pure Eggplant Dip,63,24,99999,Chtoura,catalog/11809.JPG,"24,703",kg,true
488,Chtoura Babaganauch 310g annos eggplant Purree,63,24,99999,Chtoura,catalog/488.JPG,"30,886",kg,true
7256,Chtoura Bajila pavut 400g,63,24,99999,Chtoura,catalog/7256.JPG,"21,611",kg,true
3655,Chtoura Bajila pavut 800g tin,63,12,99999,Chtoura,catalog/3655.JPG,"18,535",kg,true
1480,Chtoura Blackberry syrup 600ml Raspberry,63,12,99999,Chtoura,catalog/1480.JPG,"37,085",kg,true
3022,Chtoura Kukkaisvesi appelsiini 500ml,63,12,99999,Chtoura,catalog/3022.JPG,"17,916",kg,true
9812,63 Kukkaisvesi appelsiini 250ml ,63,24,99999,Chtoura,catalog/9812.JPG,"21,611",kg,true
3030,Chtoura Falafel 200g,63,24,99999,Chtoura,catalog/3030.JPG,"30,886",kg,true
6316,Chtoura Foul 400g Kurdish Lebanon,63,24,99999,Chtoura,catalog/6316.JPG,"17,282",kg,true
6317,Chtoura Foul 400g recipe Syrian,63,24,99999,Chtoura,catalog/6317.JPG,"17,282",kg,true
11514,Chtoura Foul 400g Saudi Arabia KSA Reseptillä,63,24,99999,Chtoura,catalog/11514.JPG,"17,282",kg,true
4962,Chtoura Foul 420g Armenia,63,24,99999,Chtoura,catalog/4962.JPG,"17,282",kg,true
137,Chtoura Foul 420g annos Tavallinen,63,24,99999,Chtoura,catalog/137.JPG,"17,282",kg,true
468,Chtoura Foul 420g Medammas Egyptiläinen,63,24,99999,Chtoura,catalog/468.JPG,"17,282",kg,true
487,Chtoura challenge 420g Medammas Chilillä,63,24,99999,Chtoura,catalog/487.JPG,"17,282",kg,true
335,Chtoura challenge 420g Medammes Libanonilainen,63,24,99999,Chtoura,catalog/335.JPG,"17,282",kg,true
763,Chtoura Foul 420g Medammes Palestina,63,24,99999,Chtoura,catalog/763.JPG,"17,282",kg,true
773,Chtoura challenge 420g pavut / kikherneet,63,24,99999,Chtoura,catalog/773.JPG,"17,282",kg,true
138,Chtoura challenge 420g with kimyon / kumina,63,24,99999,Chtoura,catalog/138.JPG,"17,282",kg,true
11150,Chtoura Foul 600g chilli ,63,12,99999,Chtoura,catalog/11150.JPG,"10,805",kg,true
10344,Chtoura Foul 600g Libanes Herneet,63,12,99999,Chtoura,catalog/10344.JPG,"10,805",kg,true
3034,Chtoura Foul 600g Medammas Libanonilainen resepti,63,12,99999,Chtoura,catalog/3034.JPG,"10,805",kg,true
6713,Chtoura Foul 600g Medammas Tavallinen,63,12,99999,Chtoura,catalog/6713.JPG,"10,496",kg,true
10345,Chtoura Foul 600g Palestiina,63,12,99999,Chtoura,catalog/10345.JPG,"10,805",kg,true
3546,Chtoura täytetyt viinilehdet 350g,63,12,99999,Chtoura,catalog/3546.JPG,"33,993",kg,true
3020,Chtoura Grenadiini Melassi 250ml nar eksise,63,24,99999,Chtoura,catalog/3020.JPG,"33,978",kg,true
3021,Chtoura Grenadiini Melassi 500ml ,63,12,99999,Chtoura,catalog/3021.JPG,"29,356",kg,true
9140,Grenadiini Syrup 600ml Chtoura granaattiomena siirappi ,63,12,99999,Chtoura,catalog/9140.JPG,"29,356",kg,true
492,Chtoura kurkku 1kg Säilykekurkut,63,12,99999,Chtoura,catalog/492.JPG,"30,283",kg,true
338,Chtoura kurkku viinietikassa 3Kg Cucmbes,63,4,99999,Chtoura,catalog/338.JPG,"27,820",kg,true
3023,Säilykekurkut 003023Chtoura Cucmbes 2kg,63,4,99999,Chtoura,catalog/3023.JPG,"25,759",kg,true
493,Chtoura cucumbers Säilykekurkut 600g,63,12,99999,Chtoura,catalog/493.JPG,"24,718",kg,true
11810,Chtoura Hommes Tahini 185g tin,63,24,99999,Chtoura,catalog/11810.JPG,"15,427",kg,true
469,Chtoura Hommes Tahini 430g tin,63,24,99999,Chtoura,catalog/469.JPG,"20,993",kg,true
4242,Chtoura Hommes Tahin 850 g,63,12,99999,Chtoura,catalog/4242.JPG,"21,626",kg,true
3035,Chtoura Jallab Siirappi 600 ml,63,12,99999,Chtoura,catalog/3035.JPG,"32,447",kg,true
333,"Chtoura Mackdous 1,3kg glass munakoiso öljyssä",63,6,99999,Chtoura,catalog/333.JPG,"61,439",kg,true
1018,Chtoura Makdous box filled 350g munakoiso öljyssä,63,12,99999,Chtoura,catalog/1018.JPG,"43,268",kg,true
3031,Chtoura Mohalabieh 500g ,63,24,99999,Chtoura,catalog/3031.JPG,"40,161",kg,true
11654,Chtoura oliivi öljy 1550ml ,63,6,99999,Chtoura,catalog/11654.JPG,"59,507",kg,true
3039,Chtoura oliivi öljy 250ml ,63,12,99999,Chtoura,catalog/3039.JPG,"33,993",kg,true
11653,Chtoura oliivi öljy 510ml,63,12,99999,Chtoura,catalog/11653.JPG,"50,997",kg,true
3040,Chtoura oliivi öljy 900ml ,63,6,99999,Chtoura,catalog/3040.JPG,"46,058",kg,true
11120,Chtoura retiisi 1kg lasi Säilötyt nauriit ,63,12,99999,Chtoura,catalog/11120.JPG,"24,100",kg,true
1022,Chtoura radish 600g lasi Säilötyt nauriit,63,12,99999,Chtoura,catalog/1022.JPG,"23,172",kg,true
3027,Chtoura Ruusu siirappi 600ml ,63,12,99999,Chtoura,catalog/3027.JPG,"30,901",kg,true
7128,Chtoura Ruusuvesi 250ml ,63,24,99999,Chtoura,catalog/7128.JPG,"21,611",kg,true
3880,Chtoura Ruusuvesi 500ml ,63,12,99999,Chtoura,catalog/3880.JPG,"18,535",kg,true
339,Chtoura punainen retiisi säilötyt nauriit 3 kg lasi ,63,4,99999,Chtoura,catalog/339.JPG,"22,667",kg,true
639,Chtoura Salca 1100g tomaattitahna - LIB6ST,63,6,99999,Chtoura,catalog/639.JPG,"15,837",kg,true
1327,Chtoura Tahini 400g Seesamitahna,63,12,99999,Chtoura,catalog/1327.JPG,"37,085",kg,true
1325,Chtoura Tahini 800g Seesamitahna,63,12,99999,Chtoura,catalog/1325.JPG,"63,364",kg,true
11131,Chtoura Tamarind Siirappi,63,12,99999,Chtoura,catalog/11131.JPG,"27,191",kg,true
3539,Chtoura Tursu 1Kg VIhannessekoitus,63,12,99999,Chtoura,catalog/3539.JPG,"23,172",kg,true
11121,Chtoura Tursu 3Kg Vihannessekoitus,63,4,99999,Chtoura,catalog/11121.JPG,"22,667",kg,true
3755,Chtoura Viinilehdet 500g Yaprak lasi,63,12,99999,Chtoura,catalog/3755.JPG,"29,356",kg,true
761,Chtoura Viinilehdet 900 g,63,12,99999,Chtoura,catalog/761.JPG,"33,993",kg,true
1211,Dimo Molokhia 200g,63,20,99999,Dimo,catalog/1211.JPG,"45,319",kg,true
1210,Dimo Molokhia 400g,63,10,99999,Dimo,catalog/1210.JPG,"39,921",kg,true
11300,Durra 500ml cider vinegar,64,12,99999,Durra,catalog/11300.JPG,"18,535",kg,true
1322,Durra aprikoosihillo 430g recel marmelade,64,12,99999,Durra,catalog/1322.JPG,"26,264",kg,true
6368,Durra Arabic Najaf säilyke Modabes 650g,64,12,99999,Durra,catalog/6368.JPG,"34,921",kg,true
6367,Durra Arabic säilyke Aug 3Kg Najaf,64,4,99999,Durra,catalog/6367.JPG,"33,488",kg,true
3744,Durra Babaganuch 370g,64,24,99999,Durra,catalog/3744.JPG,"32,741",kg,true
3162,Falafel Durra mix 350g,64,12,99999,Durra,catalog/3162.JPG,"33,993",kg,true
6349,Durra Viikunahillo 430g,64,12,99999,Durra,catalog/6349.JPG,"27,191",kg,true
6810,Durra Foul Medammes Chili 400g,64,24,99999,Durra,catalog/6810.JPG,"18,519",kg,true
11306,Durra Foul Medammes Kumina 400g,64,24,99999,Durra,catalog/11306.JPG,"17,901",kg,true
11307,Durra Foul Medammes Libanonilainen resepti 400g,64,24,99999,Durra,catalog/11307.JPG,"17,901",kg,true
3565,Durra Foul Medammes Tavallinen 400g,64,24,99999,Durra,catalog/3565.JPG,"17,282",kg,true
11308,Durra challenge Medammes Shamiya Resepti 400g,64,24,99999,Durra,catalog/11308.JPG,"17,901",kg,true
6348,Durra granaattiomena kastike 235cc,64,24,99999,Durra,catalog/6348.JPG,"45,108",kg,true
6352,Durra pomegranate kastike 425cc,64,12,99999,Durra,catalog/6352.JPG,"21,008",kg,true
11700,Durra pomegranate kastike 750ml,64,6,99999,Durra,catalog/11700.JPG,"39,411",kg,true
490,Durra kurkku 1400g Salatalik Tursu,64,6,99999,Durra,catalog/490.JPG,"27,817",kg,true
489,Durra kurkku 720ml Pickled Cucumber,64,12,99999,Durra,catalog/489.JPG,"27,810",kg,true
11511,Durra kurkku villi 1400g Lasi,64,6,99999,Durra,catalog/11511.JPG,"28,977",kg,true
6362,Durra kurkku villi 1400g Lasi,64,6,99999,Durra,catalog/6362.JPG,"47,527",kg,true
6363,Durra kurkku villi 3Kg,64,4,99999,Durra,catalog/6363.JPG,"34,003",kg,true
6345,Dura Halva 350g Tavallinen,64,12,99999,Durra,catalog/6345.JPG,"27,191",kg,true
6347,Dura Halawa 700g Pistaasi,64,12,99999,Durra,catalog/6347.JPG,"57,181",kg,true
11558,Dura Halawa 700g Suklaa,64,12,99999,Durra,catalog/11558.JPG,"57,181",kg,true
11049,Durra Hummus Tahina 370g,64,24,99999,Durra,catalog/11049.JPG,"20,993",kg,true
6354,Durra Hummus Tahina 850g,64,12,99999,Durra,catalog/6354.JPG,"21,626",kg,true
11299,Durra Makdous 1200g täytetty munakoiso,64,6,99999,Durra,catalog/11299.JPG,"62,985",kg,true
6356,Durra Makdous 600g munakoiso,64,12,99999,Durra,catalog/6356.JPG,"71,093",kg,true
11058,Durra Mango säilyke Amba 1350g,64,6,99999,Durra,catalog/11058.JPG,"25,112",kg,true
11057,Durra Mango säilyke Amba 2800g,64,4,99999,Durra,catalog/11057.JPG,"32,973",kg,true
11059,Durra Mango säilyke Amba 600g Sharp,64,12,99999,Durra,catalog/11059.JPG,"27,191",kg,true
11812,Durra Mohalabieh Vanukas Banaani 160g,64,12,99999,Durra,catalog/11812.JPG,"10,805",kg,true
1307,Durra Mohalabieh Vanukas Suklaa 160g,64,12,99999,Durra,catalog/1307.JPG,"10,805",kg,true
11800,Durra Mohalabieh Vanukas 160g Kirsikka Vanilijakastike,64,12,99999,Durra,catalog/11800.JPG,"10,805",kg,true
11811,Durra Mohalabieh Vanukas Vanilja 160g,64,12,99999,Durra,catalog/11811.JPG,"10,805",kg,true
1316,Durra Auringonkukkaöljy 1L,64,15,99999,Durra,catalog/1316.JPG,"27,033",kg,true
6343,Durra Tahina 400g,64,12,99999,Durra,catalog/6343.JPG,"37,085",kg,true
6344,Durra Tahina 800g,64,12,99999,Durra,catalog/6344.JPG,"61,818",kg,true
4294,Durra Tonnikala 160gr Annos,64,48,99999,Durra,catalog/4294.JPG,"65,482",kg,true
344,Durra Viinilehdet Yaprak 1400g Lasi,64,6,99999,Durra,catalog/344.JPG,"29,750",kg,true
774,Durra Viinilehdet Yaprak 2750g Lasi,64,4,99999,Durra,catalog/774.JPG,"29,881",kg,true
11399,Durra Viinilehdet 900g lasi Yaprak,64,12,99999,Durra,catalog/11399.JPG,"30,901",kg,true
11781,Rashad seesamikeksi 454g Seesamitikut,64,12,99999,Rashad,catalog/11781.JPG,"29,356",kg,true
4397,Zarrin Augurken 3kg maustekurkku,64,6,99999,Zarrin,catalog/4397.JPG,"32,146",kg,true
2691,Basak Vehnätärkkelys 200g ,67,12,99999,Basak,catalog/2691.JPG,"11,733",kg,true
10004,Basak Vehnätärkkelys 400g ,67,12,99999,Basak,catalog/10004.JPG,"21,008",kg,true
3937,Basak Pikavanukas 110g Suklaa,67,12,99999,Basak,catalog/3937.JPG,"12,351",kg,true
3773,Quick Maustettu Banaanivanukas 125g is Basak,67,12,99999,Basak,catalog/3773.JPG,"12,351",kg,true
1602,Basak Suklaakastike 130g,67,12,99999,Basak,catalog/1602.JPG,"12,351",kg,true
1370,Basak Mansikanmakuinen Jelly 100g Aroma,67,12,99999,Basak,catalog/1370.JPG,"13,897",kg,true
3769,Basak korppujauho of 250 g .,67,12,99999,Basak,catalog/3769.JPG,"12,042",kg,true
1723,Basak Leivontajauhot 10x10g,67,15,99999,Basak,catalog/1723.JPG,"11,768",kg,true
1596,Basak Mannasuurimot 500g ,67,12,99999,Basak,catalog/1596.JPG,"16,370",kg,true
3697,Basak Kaakao 100g,67,24,99999,Basak,catalog/3697.JPG,"43,253",kg,true
6834,Basak Kaakao 24x25g,67,24,99999,Basak,catalog/6834.JPG,"14,191",kg,true
1603,Basak is Kazandibi 150g Jälkiruokajauho,67,12,99999,Basak,catalog/1603.JPG,"10,187",kg,true
2689,Basak Mantelivanukas 140g Vanukasjauho,67,12,99999,Basak,catalog/2689.JPG,"10,805",kg,true
3934,Basak Kermavaahto 75gr,67,12,99999,Basak,catalog/3934.JPG,"10,805",kg,true
9195,Basak Kermavaahto e -Sadr 75gx4 Lahja,67,10,99999,Basak,catalog/9195.JPG,"30,904",kg,true
1722,Basak Egypt 's 400g Maissi,67,12,99999,Basak,catalog/1722.JPG,"12,351",kg,true
1369,Basak Appelsiinin makuinen Jelly 100g ,67,12,99999,Basak,catalog/1369.JPG,"13,897",kg,true
4017,Basak Profiterol 360 g .,67,8,99999,Basak,catalog/4017.JPG,"18,128",kg,true
4583,Basak Vanukasjauho Kookos 130g,67,12,99999,Basak,catalog/4583.JPG,"9,260",kg,true
7679,Basak Vanukas Tummasuklaa 105 g,67,12,99999,Basak,catalog/7679.JPG,"10,805",kg,true
2690,Basak Suklaavanukas Annos 105g,67,12,99999,Basak,catalog/2690.JPG,"10,805",kg,true
3935,Basak Mansikkavanukas 130g ,67,12,99999,Basak,catalog/3935.JPG,"9,260",kg,true
1612,Basak Kaakao-Hasselpähkinä vanukas 110g Pähkinä,67,12,99999,Basak,catalog/1612.JPG,"10,805",kg,true
1608,Basak Kaakaovanukas 120g,67,12,99999,Basak,catalog/1608.JPG,"10,805",kg,true
3936,Basak Aprikoosivanukas 100g,67,12,99999,Basak,catalog/3936.JPG,"10,805",kg,true
1614,Basak Maustettu banaanivanukas 130g,67,12,99999,Basak,catalog/1614.JPG,"9,260",kg,true
1605,Basak Vanilijan makuinen vanukas 130g,67,12,99999,Basak,catalog/1605.JPG,"9,260",kg,true
4015,Basak Revani 500g,67,8,99999,Basak,catalog/4015.JPG,"13,387",kg,true
1599,Basak Vaniljakastike 150g,67,12,99999,Basak,catalog/1599.JPG,"10,187",kg,true
1724,Basak Sahlep Kuuma-juomajauhe maidolla 300g /,67,12,99999,Basak,catalog/1724.JPG,"30,283",kg,true
1610,Basak Supangle Vanukas kaakaolla 155g ,67,12,99999,Basak,catalog/1610.JPG,"11,733",kg,true
1607,Basak Sütlac Riisipuuro 155g,67,12,99999,Basak,catalog/1607.JPG,"10,805",kg,true
4016,Basak Tiramisu 355g,67,8,99999,Basak,catalog/4016.JPG,"18,128",kg,true
2695,Dr Oetker Asüre 230g Jälkiruokajauho,68,24,99999,Dr.Oetker,catalog/2695.JPG,"30,886",kg,true
7419,Dr Oetker cik.Muhale cikolad 215g,68,24,99999,Dr.Oetker,catalog/7419.JPG,"24,703",kg,true
8499,Dr Oetker Cikolata Sos 128g,68,24,99999,Dr.Oetker,catalog/8499.JPG,"30,886",kg,true
2703,Dr Oetker Irmik Helvasi 400g,68,12,99999,Dr.Oetker,catalog/2703.JPG,"26,264",kg,true
2697,Dr Oetker Irmik Tatl 162g mannasuurimo jauho,68,24,99999,Dr.Oetker,catalog/2697.JPG,"21,611",kg,true
5225,Dr Oetker Kaymak Santi 116g,68,12,99999,Dr.Oetker,catalog/5225.JPG,"19,462",kg,true
3128,Dr Oetker Kazandibi 165g,68,24,99999,Dr.Oetker,catalog/3128.JPG,"20,993",kg,true
2694,Dr Oetker Keskül 140g Jälkiruokajauho,68,24,99999,Dr.Oetker,catalog/2694.JPG,"21,611",kg,true
2706,Dr Oetker Krem Santi Suklaa 80g,68,24,99999,Dr.Oetker,catalog/2706.JPG,"23,466",kg,true
2704,Dr Oetker Krem Santi Cilek 80g Mansikkajauhe,68,24,99999,Dr.Oetker,catalog/2704.JPG,"21,611",kg,true
6339,Dr Oetker Krem Santi Orman Meyveli 75g,68,24,99999,Dr.Oetker,catalog/6339.JPG,"23,466",kg,true
2705,Dr Oetker Krem Santi Sade 2er 150g,68,12,99999,Dr.Oetker,catalog/2705.JPG,"18,535",kg,true
2701,Dr Oetker Krem Santi Sade 4er 300g Ekonomik boy,68,12,99999,Dr.Oetker,catalog/2701.JPG,"29,356",kg,true
2700,Dr Oetker Krem Santi Sade 75g Kermavaahto,68,24,99999,Dr.Oetker,catalog/2700.JPG,"23,466",kg,true
2707,Dr Oetker Kurabiye Un tuzlu 500g Kakku Mix,68,8,99999,Dr.Oetker,catalog/2707.JPG,"14,418",kg,true
10412,Dr Oetker Misir Nisastasy 150g,68,12,99999,Dr.Oetker,catalog/10412.JPG,"10,805",kg,true
10414,Dr Oetker Mozaik Pasta 262g,68,8,99999,Dr.Oetker,catalog/10414.JPG,"21,219",kg,true
2708,Dr Oetker Muhallebi 210g Jälkiruokajauho,68,24,99999,Dr.Oetker,catalog/2708.JPG,"21,611",kg,true
2696,Dr Oetker Pirinc Unu 175g Riisijauho,68,12,99999,Dr.Oetker,catalog/2696.JPG,"10,805",kg,true
3127,Dr Oetker Profiterol 360g,68,8,99999,Dr.Oetker,catalog/3127.JPG,"17,509",kg,true
5927,Dr Oetker Vanukas Cabuk Suklaa 125g,68,24,99999,Dr.Oetker,catalog/5927.JPG,"24,703",kg,true
5926,Dr Oetker Vanukas Cabuk Vanilja 118g,68,24,99999,Dr.Oetker,catalog/5926.JPG,"26,558",kg,true
2711,Dr Oetker Revani 500g Kakku Mix,68,8,99999,Dr.Oetker,catalog/2711.JPG,"14,418",kg,true
2710,Dr Oetker Sakizli muhallebi 150g,68,24,99999,Dr.Oetker,catalog/2710.JPG,"21,611",kg,true
2709,Dr Oetker Salep tozu 80g Maitojuoma jauhe,68,12,99999,Dr.Oetker,catalog/2709.JPG,"12,351",kg,true
6340,Dr Oetker sambali 620g,68,8,99999,Dr.Oetker,catalog/6340.JPG,"16,479",kg,true
6059,Dr Oetker Saray Lokmasi 357g,68,8,99999,Dr.Oetker,catalog/6059.JPG,"12,975",kg,true
11201,Dr Oetker Simit and Kumru 556g,68,8,99999,Dr.Oetker,catalog/11201.JPG,"21,219",kg,true
2698,Dr Oetker Supangle Suklaa 143g Vanukas,68,24,99999,Dr.Oetker,catalog/2698.JPG,"21,611",kg,true
2702,Dr Oetker Sütlac 155g Riisipuuro,68,24,99999,Dr.Oetker,catalog/2702.JPG,"21,611",kg,true
10413,Dr Oetker Tam Tahili Kurabiye 230g,68,8,99999,Dr.Oetker,catalog/10413.JPG,"17,097",kg,true
2693,Dr Oetker Tavukgögsü 125g Jälkiruokajauho,68,24,99999,Dr.Oetker,catalog/2693.JPG,"21,611",kg,true
2712,Dr Oetker Tiramisu Kakku Mix 355g,68,8,99999,Dr.Oetker,catalog/2712.JPG,"17,509",kg,true
5632,Dr Oetker Trilece Karamelli Soslu 315g,68,8,99999,Dr.Oetker,catalog/5632.JPG,"16,479",kg,true
2699,Dr Oetker Tursukur 100g Einmachhilfe,68,24,99999,Dr.Oetker,catalog/2699.JPG,"15,427",kg,true
6679,Dr Oetker Un Kurabiy 450g,68,8,99999,Dr.Oetker,catalog/6679.JPG,"14,418",kg,true
6559,Dr Oetker Zerde 167g,68,24,99999,Dr.Oetker,catalog/6559.JPG,"33,978",kg,true
2692,Basak Asure 110g Jälkiruokajauho,220,12,99999,Basak,catalog/2692.JPG,"17,916",kg,true
6283,Basak besamel Sosu 80g,220,12,99999,Basak,catalog/6283.JPG,"11,733",kg,true
1579,Basak Hamur Kabartma tozu 5x10g / Ruokasooda,220,30,99999,Basak,catalog/1579.JPG,"15,420",kg,true
5120,Basak Karisim - Pandispanya 350gr,220,8,99999,Basak,catalog/5120.JPG,"16,066",kg,true
5015,Basak Karisim 375g Kaakao,220,8,99999,Basak,catalog/5015.JPG,"18,540",kg,true
5014,Basak Karisim Suklaa 500g kek,220,8,99999,Basak,catalog/5014.JPG,"18,540",kg,true
1588,Basak Krem Caramel 110g / Creme Caramel,220,12,99999,Basak,catalog/1588.JPG,"13,897",kg,true
1580,Basak Krem Santi Cilek 2x75g,220,12,99999,Basak,catalog/1580.JPG,"18,535",kg,true
10006,Basak Krem Santi Cilek 75g,220,12,99999,Basak,catalog/10006.JPG,"10,496",kg,true
1581,Basak Krem Santi Kakaolu 2x75g = 150g /,220,12,99999,Basak,catalog/1581.JPG,"18,535",kg,true
4863,Basak Krem Santi kakaolu 75gr,220,12,99999,Basak,catalog/4863.JPG,"10,805",kg,true
1582,Basak Krem Santi Sade 150g Schlagcrem,220,12,99999,Basak,catalog/1582.JPG,"18,535",kg,true
1373,Basak Muz Aromali jöle 100g /Hyytelö banaani maulla,220,12,99999,Basak,catalog/1373.JPG,"13,897",kg,true
1584,Basak Pasta Kremasi Kakaolu 160g / Krempulver kaakaon kanssa,220,12,99999,Basak,catalog/1584.JPG,"18,535",kg,true
1586,Basak Pasta Kremasi Muz 140g Backmischun,220,12,99999,Basak,catalog/1586.JPG,"18,535",kg,true
1587,Basak Pasta Kremasi Vanilil Aromali 140g,220,12,99999,Basak,catalog/1587.JPG,"18,535",kg,true
7509,Basak Pasta Susu Boncuk 25g,220,15,99999,Basak,catalog/7509.JPG,"11,574",kg,true
7680,Basak Pudding Badem Cikolatali 105g,220,12,99999,Basak,catalog/7680.JPG,"10,805",kg,true
1652,Basak Pudra Sekeri 200g Pack Seker pulv,220,12,99999,Basak,catalog/1652.JPG,"11,733",kg,true
1725,Basak Salep aromali hazir Icecek tozu 130g /,220,12,99999,Basak,catalog/1725.JPG,"15,443",kg,true
1726,Sahlep flavored powder ready to spike on 4x20g,220,6,99999,Basak,catalog/1726.JPG,"6,639",kg,true
5854,Virgo Santa Kaymakli 120g,220,12,99999,Basak,catalog/5854.JPG,"18,535",kg,true
1590,Basak Candies Vanili 30g  Vaniljajauhe,220,30,99999,Basak,catalog/1590.JPG,"15,420",kg,true
1372,Basak  Visne Aromali Jöle 100g / Hapankirsikalla maustettu hyytelö,220,12,99999,Basak,catalog/1372.JPG,"13,897",kg,true
7525,Granite Black Galaxy 61 * 30.5 * 1 Kiillotettu,71,1,99999,Granit,catalog/7525.JPG,"45,099",kg,true
8755,"Tan Ruskea graniitti 61x30,5x1cm",71,1,99999,Granit,catalog/8755.JPG,"51,528",kg,true
11567,Argeta siipikarja levite kana 95g Classic,73,12,99999,Argeta,catalog/11567.JPG,"15,134",kg,true
2853,Argeta kana levite Halal 95g 6x2,73,12,99999,Argeta,catalog/2853.JPG,"15,288",kg,true
3410,Argeta kana levite Junior 95g 6x2,73,12,99999,Argeta,catalog/3410.JPG,"15,134",kg,true
11565,Argeta kana levite maksa 95g 6x2,73,12,99999,Argeta,catalog/11565.JPG,"14,825",kg,true
11566,Argeta kana levite mausteinen 95g,73,12,99999,Argeta,catalog/11566.JPG,"15,443",kg,true
11612,Argeta Junior pizza levite 95g 6x2,73,12,99999,Argeta,catalog/11612.JPG,"15,443",kg,true
11661,Argeta kalkkuna levite 95g,73,12,99999,Argeta,catalog/11661.JPG,"15,134",kg,true
478,Argeta tonnikala levite 95g,73,12,99999,Argeta,catalog/478.JPG,"15,443",kg,true
7236,Argeta Tonnikala Sicilian levitteet 95g,73,12,99999,Argeta,catalog/7236.JPG,"14,825",kg,true
4121,Podravka kana tahna 95g 3 + 1 FREE,73,4,99999,Podravka,catalog/4121.JPG,"10,300",kg,true
11777,Podravka kana tahna pikantti 95g 3 + 1 Grati,73,4,99999,Podravka,catalog/11777.JPG,"10,300",kg,true
4364,Ashbel Petek Bal siirappi 486g hunajakennon palojen kanssa,74,12,99999,Ashbel,catalog/4364.JPG,"21,626",kg,true
536,Ashbel Petek Bal siirappi 750g hunajakennon palojen kanssa,74,6,99999,Ashbel,catalog/536.JPG,"23,953",kg,true
4451,Ashbel Petek Bal siirappi 950g hunajakennon palojen kanssa,74,12,99999,Ashbel,catalog/4451.JPG,"47,906",kg,true
7112,Ashbel siirappi 1kg Hunajalla maustettu,74,12,99999,Ashbel,catalog/7112.JPG,"21,626",kg,true
6668,Ashbel siirappi 600g Tabak Petek siirappi hunajakennon palasten kanssa,74,12,99999,Ashbel,catalog/6668.JPG,"47,906",kg,true
